,0
366,0.5609
367,0.3965
368,60.910334403273716
369,60.910334403273716
370,60.910334403273716
371,60.910334403273716
372,19.17
373,24.8
374,132.4
375,1123.0
376,60.910334403273716
377,60.910334403273716
378,0.2065
379,0.1118
380,0.2397
381,0.078
382,60.910334403273716
383,60.910334403273716
384,11.07
385,60.910334403273716
386,0.003139
387,60.910334403273716
388,60.910334403273716
389,0.0409
390,0.04484
391,60.910334403273716
392,20.96
393,60.910334403273716
394,151.7
395,60.910334403273716
396,0.1037
397,60.910334403273716
398,60.910334403273716
399,60.910334403273716
400,0.3176
401,60.910334403273716
402,1.0
403,60.910334403273716
404,23.95
405,103.7
406,782.7
407,0.08401
408,0.1002
409,0.09938
410,0.05364
411,0.1847
412,0.05338
413,60.910334403273716
414,1.078
415,60.910334403273716
416,60.910334403273716
417,60.910334403273716
418,60.910334403273716
419,0.05051
420,0.01992
421,0.02981
422,0.003002
423,60.910334403273716
424,60.910334403273716
425,60.910334403273716
426,876.5
427,0.1131
428,60.910334403273716
429,0.2322
430,60.910334403273716
431,0.2809
432,0.06287
433,60.910334403273716
434,13.73
435,22.61
436,93.6
437,578.3
438,60.910334403273716
439,0.2293
440,0.2128
441,0.08025
442,0.2069
443,0.07682
444,0.2121
445,1.169
446,2.061
447,60.910334403273716
448,0.006429
449,60.910334403273716
450,0.05501
451,0.01628
452,60.910334403273716
453,0.008093
454,60.910334403273716
455,32.01
456,108.8
457,60.910334403273716
458,60.910334403273716
459,0.7725
460,60.910334403273716
461,0.2208
462,60.910334403273716
463,60.910334403273716
464,1.0
465,14.54
466,27.54
467,60.910334403273716
468,60.910334403273716
469,0.1139
470,0.1595
471,60.910334403273716
472,0.07364
473,0.2303
474,60.910334403273716
475,0.37
476,1.033
477,60.910334403273716
478,32.55
479,60.910334403273716
480,0.0424
481,60.910334403273716
482,60.910334403273716
483,60.910334403273716
484,60.910334403273716
485,60.910334403273716
486,37.13
487,124.1
488,60.910334403273716
489,0.1678
490,0.6577
491,60.910334403273716
492,60.910334403273716
493,0.4218
494,0.1341
495,1.0
496,60.910334403273716
497,60.910334403273716
498,94.74
499,684.5
500,60.910334403273716
501,60.910334403273716
502,0.07395
503,0.05259
504,60.910334403273716
505,0.05922
506,0.4727
507,1.24
508,3.195
509,45.4
510,0.005718
511,60.910334403273716
512,0.01998
513,0.01109
514,0.0141
515,0.002085
516,19.07
517,60.910334403273716
518,123.4
519,60.910334403273716
520,0.1464
521,60.910334403273716
522,0.2914
523,60.910334403273716
524,60.910334403273716
525,0.08216
526,60.910334403273716
527,60.910334403273716
528,60.910334403273716
529,60.910334403273716
530,798.8
531,60.910334403273716
532,0.2022
533,0.1722
534,0.1028
535,60.910334403273716
536,60.910334403273716
537,0.5692
538,1.073
539,3.854
540,54.18
541,0.007026
542,0.02501
543,60.910334403273716
544,60.910334403273716
545,60.910334403273716
546,0.004142
547,20.96
548,31.48
549,60.910334403273716
550,1315.0
551,60.910334403273716
552,60.910334403273716
553,60.910334403273716
554,60.910334403273716
555,0.3706
556,0.1142
557,60.910334403273716
558,60.910334403273716
559,22.15
560,60.910334403273716
561,60.910334403273716
562,60.910334403273716
563,60.910334403273716
564,0.1479
565,0.09498
566,0.1582
567,0.05395
568,0.7582
569,60.910334403273716
570,5.865
571,112.4
572,60.910334403273716
573,0.01893
574,60.910334403273716
575,0.01521
576,0.01356
577,60.910334403273716
578,60.910334403273716
579,60.910334403273716
580,186.8
581,2398.0
582,60.910334403273716
583,60.910334403273716
584,0.5372
585,60.910334403273716
586,60.910334403273716
587,0.07615
588,1.0
589,13.54
590,14.36
591,60.910334403273716
592,566.3
593,60.910334403273716
594,0.08129
595,0.06664
596,0.04781
597,60.910334403273716
598,60.910334403273716
599,60.910334403273716
600,60.910334403273716
601,60.910334403273716
602,60.910334403273716
603,0.008462
604,60.910334403273716
605,60.910334403273716
606,60.910334403273716
607,60.910334403273716
608,0.0023
609,15.11
610,19.26
611,99.7
612,711.2
613,60.910334403273716
614,0.1773
615,0.239
616,60.910334403273716
617,0.2977
618,0.07259
619,0.0
620,60.910334403273716
621,60.910334403273716
622,60.910334403273716
623,520.0
624,60.910334403273716
625,0.127
626,60.910334403273716
627,0.0311
628,0.1967
629,60.910334403273716
630,0.1852
631,0.7477
632,1.383
633,14.67
634,60.910334403273716
635,0.01898
636,0.01698
637,60.910334403273716
638,0.01678
639,0.002425
640,14.5
641,60.910334403273716
642,96.09
643,630.5
644,0.1312
645,60.910334403273716
646,0.189
647,60.910334403273716
648,0.3184
649,60.910334403273716
650,0.0
651,9.504
652,60.910334403273716
653,60.34
654,273.9
655,60.910334403273716
656,0.06492
657,0.02956
658,60.910334403273716
659,60.910334403273716
660,0.06905
661,0.2773
662,0.9768
663,1.909
664,15.7
665,0.009606
666,0.01432
667,0.01985
668,60.910334403273716
669,0.02027
670,60.910334403273716
671,10.23
672,15.66
673,60.910334403273716
674,314.9
675,0.1324
676,0.1148
677,0.08867
678,0.06227
679,60.910334403273716
680,0.07773
681,0.0
682,60.910334403273716
683,14.26
684,60.910334403273716
685,60.910334403273716
686,60.910334403273716
687,0.2135
688,0.2077
689,0.09756
690,0.2521
691,60.910334403273716
692,0.4388
693,0.7096
694,3.384
695,60.910334403273716
696,0.006789
697,0.05328
698,60.910334403273716
699,0.02252
700,0.03672
701,60.910334403273716
702,60.910334403273716
703,19.08
704,60.910334403273716
705,60.910334403273716
706,60.910334403273716
707,60.910334403273716
708,60.910334403273716
709,60.910334403273716
710,0.4667
711,0.09946
712,1.0
713,60.910334403273716
714,60.910334403273716
715,137.2
716,60.910334403273716
717,0.09428
718,0.1022
719,60.910334403273716
720,60.910334403273716
721,0.1769
722,0.05278
723,0.6917
724,60.910334403273716
725,4.303
726,60.910334403273716
727,0.004728
728,60.910334403273716
729,0.01715
730,60.910334403273716
731,0.01083
732,0.001987
733,29.17
734,60.910334403273716
735,60.910334403273716
736,60.910334403273716
737,0.1401
738,60.910334403273716
739,60.910334403273716
740,60.910334403273716
741,0.2822
742,0.07526
743,60.910334403273716
744,16.65
745,21.38
746,60.910334403273716
747,904.6
748,0.1121
749,0.1457
750,0.1525
751,60.910334403273716
752,0.1995
753,0.0633
754,0.8068
755,0.9017
756,60.910334403273716
757,60.910334403273716
758,60.910334403273716
759,0.01882
760,0.02741
761,0.0113
762,60.910334403273716
763,0.002801
764,26.46
765,31.56
766,60.910334403273716
767,60.910334403273716
768,0.1805
769,60.910334403273716
770,60.910334403273716
771,60.910334403273716
772,0.3613
773,0.09564
774,60.910334403273716
775,60.910334403273716
776,60.910334403273716
777,116.0
778,912.7
779,60.910334403273716
780,60.910334403273716
781,0.2229
782,0.1401
783,60.910334403273716
784,60.910334403273716
785,60.910334403273716
786,0.976
787,7.276
788,111.4
789,0.008029
790,0.03799
791,60.910334403273716
792,0.02397
793,0.02308
794,60.910334403273716
795,22.25
796,60.910334403273716
797,60.910334403273716
798,60.910334403273716
799,60.910334403273716
800,60.910334403273716
801,60.910334403273716
802,60.910334403273716
803,60.910334403273716
804,60.910334403273716
805,60.910334403273716
806,60.910334403273716
807,60.910334403273716
808,97.41
809,644.8
810,0.1054
811,60.910334403273716
812,60.910334403273716
813,0.08783
814,0.2252
815,0.06924
816,0.2545
817,60.910334403273716
818,2.11
819,21.05
820,60.910334403273716
821,0.03055
822,0.02681
823,60.910334403273716
824,0.01454
825,0.003711
826,60.910334403273716
827,33.21
828,60.910334403273716
829,60.910334403273716
830,0.1525
831,0.6643
832,60.910334403273716
833,60.910334403273716
834,0.4264
835,60.910334403273716
836,1.0
837,18.61
838,60.910334403273716
839,122.1
840,1094.0
841,60.910334403273716
842,0.1066
843,60.910334403273716
844,0.07731
845,60.910334403273716
846,60.910334403273716
847,60.910334403273716
848,1.849
849,5.632
850,93.54
851,0.01075
852,60.910334403273716
853,60.910334403273716
854,60.910334403273716
855,0.02293
856,60.910334403273716
857,21.31
858,27.26
859,139.9
860,1403.0
861,0.1338
862,60.910334403273716
863,0.3446
864,0.149
865,0.2341
866,0.07421
867,60.910334403273716
868,15.3
869,25.27
870,102.4
871,60.910334403273716
872,60.910334403273716
873,0.1697
874,60.910334403273716
875,60.910334403273716
876,60.910334403273716
877,60.910334403273716
878,0.439
879,1.012
880,60.910334403273716
881,43.5
882,0.005233
883,60.910334403273716
884,60.910334403273716
885,0.01083
886,0.01768
887,60.910334403273716
888,60.910334403273716
889,36.71
890,60.910334403273716
891,60.910334403273716
892,60.910334403273716
893,60.910334403273716
894,0.6335
895,0.2024
896,60.910334403273716
897,0.09876
898,60.910334403273716
899,60.910334403273716
900,15.05
901,115.0
902,955.1
903,0.09847
904,0.1157
905,60.910334403273716
906,60.910334403273716
907,0.1739
908,60.910334403273716
909,0.6003
910,0.8225
911,4.655
912,61.1
913,0.005627
914,0.03033
915,0.03407
916,60.910334403273716
917,0.01925
918,0.003742
919,20.01
920,60.910334403273716
921,60.910334403273716
922,1227.0
923,0.1255
924,60.910334403273716
925,0.2489
926,60.910334403273716
927,60.910334403273716
928,0.07919
929,1.0
930,60.910334403273716
931,60.910334403273716
932,60.910334403273716
933,1088.0
934,0.1064
935,0.1887
936,0.2319
937,0.1244
938,60.910334403273716
939,0.06197
940,0.8307
941,60.910334403273716
942,60.910334403273716
943,105.0
944,0.006248
945,0.03374
946,60.910334403273716
947,60.910334403273716
948,0.02007
949,60.910334403273716
950,23.15
951,34.01
952,160.5
953,60.910334403273716
954,0.1491
955,0.4257
956,60.910334403273716
957,60.910334403273716
958,0.3444
959,60.910334403273716
960,1.0
961,60.910334403273716
962,60.910334403273716
963,60.910334403273716
964,440.6
965,60.910334403273716
966,60.910334403273716
967,60.910334403273716
968,0.05182
969,0.2301
970,0.07799
971,0.4825
972,60.910334403273716
973,3.475
974,41.0
975,60.910334403273716
976,60.910334403273716
977,0.04205
978,0.01044
979,0.02273
980,0.005667
981,16.82
982,28.12
983,60.910334403273716
984,60.910334403273716
985,0.1637
986,60.910334403273716
987,0.6956
988,0.1546
989,0.4761
990,0.1402
991,1.0
992,17.02
993,60.910334403273716
994,112.8
995,60.910334403273716
996,60.910334403273716
997,60.910334403273716
998,0.2417
999,60.910334403273716
1000,60.910334403273716
1001,60.910334403273716
1002,60.910334403273716
1003,60.910334403273716
1004,60.910334403273716
1005,67.78
1006,60.910334403273716
1007,60.910334403273716
1008,0.05042
1009,60.910334403273716
1010,0.02102
1011,0.003854
1012,20.88
1013,32.09
1014,136.1
1015,1344.0
1016,60.910334403273716
1017,60.910334403273716
1018,0.5588
1019,0.1847
1020,60.910334403273716
1021,60.910334403273716
1022,1.0
1023,60.910334403273716
1024,60.910334403273716
1025,127.9
1026,60.910334403273716
1027,60.910334403273716
1028,0.1719
1029,60.910334403273716
1030,0.07593
1031,0.1853
1032,60.910334403273716
1033,60.910334403273716
1034,0.6062
1035,3.528
1036,60.910334403273716
1037,0.005015
1038,0.03318
1039,0.03497
1040,60.910334403273716
1041,60.910334403273716
1042,60.910334403273716
1043,60.910334403273716
1044,30.9
1045,60.910334403273716
1046,1813.0
1047,60.910334403273716
1048,60.910334403273716
1049,0.6091
1050,0.1785
1051,60.910334403273716
1052,60.910334403273716
1053,1.0
1054,60.910334403273716
1055,17.88
1056,107.0
1057,807.2
1058,0.104
1059,60.910334403273716
1060,60.910334403273716
1061,0.07752
1062,0.1998
1063,0.06515
1064,60.910334403273716
1065,0.6857
1066,60.910334403273716
1067,35.03
1068,0.004185
1069,60.910334403273716
1070,60.910334403273716
1071,0.009067
1072,60.910334403273716
1073,0.003817
1074,20.21
1075,27.26
1076,132.7
1077,1261.0
1078,0.1446
1079,0.5804
1080,0.5274
1081,60.910334403273716
1082,60.910334403273716
1083,60.910334403273716
1084,1.0
1085,60.910334403273716
1086,21.59
1087,110.1
1088,869.5
1089,60.910334403273716
1090,60.910334403273716
1091,60.910334403273716
1092,60.910334403273716
1093,0.1896
1094,0.05656
1095,0.4615
1096,60.910334403273716
1097,60.910334403273716
1098,60.910334403273716
1099,0.005776
1100,0.02499
1101,60.910334403273716
1102,60.910334403273716
1103,0.02789
1104,60.910334403273716
1105,60.910334403273716
1106,29.02
1107,133.5
1108,60.910334403273716
1109,0.1563
1110,0.3835
1111,60.910334403273716
1112,0.1813
1113,0.4863
1114,0.08633
1115,60.910334403273716
1116,14.25
1117,21.72
1118,93.63
1119,633.0
1120,0.09823
1121,60.910334403273716
1122,0.1319
1123,0.05598
1124,0.1885
1125,60.910334403273716
1126,0.286
1127,60.910334403273716
1128,60.910334403273716
1129,60.910334403273716
1130,0.005878
1131,0.02995
1132,0.04815
1133,60.910334403273716
1134,0.02028
1135,0.004022
1136,15.89
1137,60.910334403273716
1138,116.2
1139,60.910334403273716
1140,60.910334403273716
1141,0.4238
1142,0.5186
1143,0.1447
1144,60.910334403273716
1145,0.1014
1146,1.0
1147,60.910334403273716
1148,18.42
1149,60.910334403273716
1150,60.910334403273716
1151,0.08983
1152,0.03766
1153,0.02562
1154,0.02923
1155,0.1467
1156,60.910334403273716
1157,60.910334403273716
1158,2.342
1159,1.17
1160,14.16
1161,0.004352
1162,0.004899
1163,60.910334403273716
1164,60.910334403273716
1165,0.02671
1166,60.910334403273716
1167,13.3
1168,60.910334403273716
1169,84.46
1170,545.9
1171,0.09701
1172,60.910334403273716
1173,0.04833
1174,0.05013
1175,60.910334403273716
1176,0.06169
1177,60.910334403273716
1178,14.99
1179,60.910334403273716
1180,95.54
1181,698.8
1182,0.09387
1183,0.05131
1184,60.910334403273716
1185,0.02899
1186,0.1565
1187,0.05504
1188,60.910334403273716
1189,2.188
1190,60.910334403273716
1191,106.0
1192,0.006883
1193,0.01094
1194,60.910334403273716
1195,0.01917
1196,0.007882
1197,0.001754
1198,14.99
1199,25.2
1200,95.54
1201,698.8
1202,0.09387
1203,0.05131
1204,0.02398
1205,0.02899
1206,0.1565
1207,0.05504
1208,1.0
1209,13.48
1210,60.910334403273716
1211,88.4
1212,60.910334403273716
1213,60.910334403273716
1214,0.1255
1215,60.910334403273716
1216,0.05439
1217,0.172
1218,60.910334403273716
1219,60.910334403273716
1220,60.910334403273716
1221,1.545
1222,18.52
1223,0.005367
1224,60.910334403273716
1225,60.910334403273716
1226,0.01262
1227,60.910334403273716
1228,0.003187
1229,15.53
1230,26.02
1231,60.910334403273716
1232,60.910334403273716
1233,0.161
1234,60.910334403273716
1235,0.503
1236,0.2258
1237,60.910334403273716
1238,0.1071
1239,1.0
1240,13.44
1241,21.58
1242,60.910334403273716
1243,60.910334403273716
1244,0.08162
1245,0.06031
1246,0.0311
1247,0.02031
1248,0.1784
1249,0.05587
1250,60.910334403273716
1251,0.8265
1252,1.572
1253,20.53
1254,60.910334403273716
1255,0.01102
1256,0.0139
1257,60.910334403273716
1258,60.910334403273716
1259,60.910334403273716
1260,60.910334403273716
1261,60.910334403273716
1262,60.910334403273716
1263,60.910334403273716
1264,0.1094
1265,0.2043
1266,60.910334403273716
1267,60.910334403273716
1268,0.2994
1269,60.910334403273716
1270,1.0
1271,60.910334403273716
1272,21.35
1273,71.9
1274,371.1
1275,0.1227
1276,0.1218
1277,0.1044
1278,0.05669
1279,60.910334403273716
1280,0.0687
1281,60.910334403273716
1282,60.910334403273716
1283,1.822
1284,16.97
1285,60.910334403273716
1286,0.01764
1287,60.910334403273716
1288,0.01037
1289,60.910334403273716
1290,0.00304
1291,12.84
1292,60.910334403273716
1293,87.22
1294,514.0
1295,60.910334403273716
1296,0.2698
1297,0.4023
1298,60.910334403273716
1299,0.2964
1300,60.910334403273716
1301,60.910334403273716
1302,60.910334403273716
1303,60.910334403273716
1304,128.3
1305,60.910334403273716
1306,0.09081
1307,0.219
1308,60.910334403273716
1309,60.910334403273716
1310,0.231
1311,0.06343
1312,0.9811
1313,60.910334403273716
1314,60.910334403273716
1315,104.9
1316,0.006548
1317,0.1006
1318,60.910334403273716
1319,0.02638
1320,60.910334403273716
1321,0.007646
1322,60.910334403273716
1323,60.910334403273716
1324,60.910334403273716
1325,1651.0
1326,60.910334403273716
1327,60.910334403273716
1328,60.910334403273716
1329,0.2493
1330,0.467
1331,60.910334403273716
1332,1.0
1333,60.910334403273716
1334,20.28
1335,60.910334403273716
1336,545.2
1337,60.910334403273716
1338,60.910334403273716
1339,60.910334403273716
1340,60.910334403273716
1341,0.1974
1342,0.06782
1343,0.3704
1344,0.8249
1345,60.910334403273716
1346,31.33
1347,0.005072
1348,0.02147
1349,0.02185
1350,0.00956
1351,0.01719
1352,60.910334403273716
1353,17.38
1354,28.0
1355,113.1
1356,60.910334403273716
1357,60.910334403273716
1358,0.3724
1359,0.3664
1360,60.910334403273716
1361,60.910334403273716
1362,0.1027
1363,1.0
1364,13.17
1365,60.910334403273716
1366,60.910334403273716
1367,531.5
1368,0.09714
1369,60.910334403273716
1370,0.08259
1371,60.910334403273716
1372,0.1746
1373,0.06177
1374,0.1938
1375,60.910334403273716
1376,1.334
1377,60.910334403273716
1378,0.00335
1379,0.01384
1380,60.910334403273716
1381,60.910334403273716
1382,60.910334403273716
1383,60.910334403273716
1384,16.23
1385,29.89
1386,105.5
1387,740.7
1388,0.1503
1389,0.3904
1390,60.910334403273716
1391,0.1607
1392,60.910334403273716
1393,60.910334403273716
1394,60.910334403273716
1395,18.65
1396,60.910334403273716
1397,123.7
1398,1076.0
1399,60.910334403273716
1400,60.910334403273716
1401,60.910334403273716
1402,60.910334403273716
1403,60.910334403273716
1404,60.910334403273716
1405,60.910334403273716
1406,0.6633
1407,60.910334403273716
1408,71.56
1409,60.910334403273716
1410,60.910334403273716
1411,0.05554
1412,60.910334403273716
1413,60.910334403273716
1414,60.910334403273716
1415,60.910334403273716
1416,60.910334403273716
1417,60.910334403273716
1418,60.910334403273716
1419,60.910334403273716
1420,0.509
1421,0.7345
1422,60.910334403273716
1423,0.3799
1424,60.910334403273716
1425,1.0
1426,60.910334403273716
1427,16.84
1428,51.71
1429,60.910334403273716
1430,0.086
1431,60.910334403273716
1432,60.910334403273716
1433,60.910334403273716
1434,0.1769
1435,0.06503
1436,60.910334403273716
1437,60.910334403273716
1438,1.094
1439,8.205
1440,0.008968
1441,0.01646
1442,60.910334403273716
1443,0.005917
1444,60.910334403273716
1445,0.002582
1446,8.964
1447,21.96
1448,57.26
1449,242.2
1450,0.1297
1451,0.1357
1452,60.910334403273716
1453,0.02564
1454,0.3105
1455,60.910334403273716
1456,0.0
1457,13.17
1458,18.66
1459,85.98
1460,534.6
1461,60.910334403273716
1462,60.910334403273716
1463,0.1226
1464,60.910334403273716
1465,0.2128
1466,0.06777
1467,0.2871
1468,60.910334403273716
1469,1.897
1470,60.910334403273716
1471,0.006532
1472,60.910334403273716
1473,0.02905
1474,60.910334403273716
1475,0.01743
1476,0.003643
1477,60.910334403273716
1478,27.95
1479,60.910334403273716
1480,60.910334403273716
1481,0.1786
1482,60.910334403273716
1483,60.910334403273716
1484,0.2088
1485,0.39
1486,60.910334403273716
1487,60.910334403273716
1488,12.05
1489,60.910334403273716
1490,78.04
1491,449.3
1492,0.1031
1493,0.09092
1494,60.910334403273716
1495,60.910334403273716
1496,0.1675
1497,0.06043
1498,0.2636
1499,0.7294
1500,1.848
1501,19.87
1502,60.910334403273716
1503,0.01427
1504,0.02322
1505,60.910334403273716
1506,60.910334403273716
1507,60.910334403273716
1508,13.76
1509,20.7
1510,60.910334403273716
1511,60.910334403273716
1512,60.910334403273716
1513,0.2156
1514,0.305
1515,0.06548
1516,0.2747
1517,60.910334403273716
1518,0.0
1519,13.49
1520,22.3
1521,86.91
1522,60.910334403273716
1523,60.910334403273716
1524,60.910334403273716
1525,60.910334403273716
1526,60.910334403273716
1527,0.1809
1528,0.05718
1529,0.2338
1530,60.910334403273716
1531,1.735
1532,20.2
1533,0.004455
1534,0.01382
1535,0.02095
1536,60.910334403273716
1537,60.910334403273716
1538,60.910334403273716
1539,60.910334403273716
1540,31.82
1541,60.910334403273716
1542,698.8
1543,0.1162
1544,0.1711
1545,0.2282
1546,0.1282
1547,60.910334403273716
1548,0.06917
1549,0.0
1550,60.910334403273716
1551,60.910334403273716
1552,74.72
1553,60.910334403273716
1554,0.08637
1555,60.910334403273716
1556,60.910334403273716
1557,0.01115
1558,60.910334403273716
1559,0.05888
1560,0.4062
1561,1.21
1562,2.635
1563,28.47
1564,0.005857
1565,60.910334403273716
1566,0.01168
1567,60.910334403273716
1568,0.02406
1569,60.910334403273716
1570,12.98
1571,25.72
1572,60.910334403273716
1573,516.5
1574,60.910334403273716
1575,60.910334403273716
1576,0.05523
1577,0.03715
1578,0.2433
1579,60.910334403273716
1580,60.910334403273716
1581,60.910334403273716
1582,16.34
1583,60.910334403273716
1584,60.910334403273716
1585,60.910334403273716
1586,60.910334403273716
1587,0.01857
1588,60.910334403273716
1589,0.1353
1590,0.05953
1591,0.1872
1592,0.9234
1593,60.910334403273716
1594,60.910334403273716
1595,0.004477
1596,60.910334403273716
1597,0.01079
1598,0.007956
1599,60.910334403273716
1600,60.910334403273716
1601,14.67
1602,60.910334403273716
1603,60.910334403273716
1604,656.7
1605,60.910334403273716
1606,0.1582
1607,60.910334403273716
1608,60.910334403273716
1609,60.910334403273716
1610,0.08025
1611,0.0
1612,11.94
1613,18.24
1614,60.910334403273716
1615,437.6
1616,0.08261
1617,60.910334403273716
1618,0.01972
1619,0.01349
1620,0.1868
1621,0.0611
1622,60.910334403273716
1623,60.910334403273716
1624,1.52
1625,60.910334403273716
1626,0.00721
1627,0.00838
1628,0.01311
1629,0.008
1630,0.01996
1631,60.910334403273716
1632,13.1
1633,60.910334403273716
1634,83.67
1635,527.2
1636,0.1144
1637,60.910334403273716
1638,60.910334403273716
1639,0.06296
1640,60.910334403273716
1641,0.07408
1642,0.0
1643,18.22
1644,60.910334403273716
1645,120.3
1646,60.910334403273716
1647,0.1148
1648,60.910334403273716
